id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	final_label	method	human_verified
23766	الردمية: نقطع التجمع الردمية المحطة القديمة مواكب الردمية والشقلة ثم إلى لفة الردميه لتلتحم بمواكب الوحدة ثم صيدلية أبو مقداد ثم إلى مدرسة عبد الله ومنها غرباً إلى ميدان الكهرباء الفيحاء (الكفاح) الكلس: التجمع في مسجد خطاب ومنه إلى ميدان الكفاح أو الكهرباء #مليونيه_القصاص_العادل	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23768	القائد مصطفى تمبور للقائد البرهان سنقاتل معكم جنبا الى جنب، وخندق بخندق، ومحور بمحور نصر_من_الله_وفتح_قريب مليشيا_الدعم_السريع_الارهابية_المتمردة الجيش_السوداني انتهاكات_مليشيا_الدعم_السريع القوات_المسلحة_السودانية السودان اسود_الفشقة جيش_واحد_شعب_واحد انهاء_التمرد الخرطوم_مقبرة_الجنجويد الفداء_والوعي معركة_الكرامة الجيش_صاحي ده_جيش_بتداوس	war_corpus	hate_political	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
23775	ما العمل مع حميدتي؟ لو حاولنا نفكك الدعم السريع حيتمرد، لو اتغاضينا عنو حيطمع.	old_twitter	hate_political	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23782	الفاشر في كمين محكم تم سحق الجنجويد في مباني الاشارة والسلاح الطبي في الفاشر واحكام السيطرة عليها من قبل جيشنا ومسانديه نصر من الله وفتح قريب تابع	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23787	انت قايل دي بلاد الكفار	old_twitter	religious_sectarian	HATE	OFFENSIVE	HATE	2	HATE	majority_vote	
23789	نمشي وين يعني ما نجوكم دا والله بل لحدي تعرفو الله واحد بل بس كلامكو دا ككيف يا اشاوذ ماقولتو ي نصر ي شهادة السودان دا كلو فلول وكيزان ذي ماقال الشهيد عثمان مكاوي يتبلو ويتحشو بس في زول قال ليكم اتمردو	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
23796	مقت ل وهلاك القائد بمليشيا الجنجويد الضواي بشر ابو زمام جاء من نيالا وانضم لمحور بارا، تحرك مساء امس بما اسماه فزع الملهوف في محاولة لانقاذ مرتزقتهم بالمحور الغربي لمدينة الابيض؛ تم قت له وتدمير جزء كبير من قوته وهروب وتشتت متبقيها	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
23799	اڪثر من ٢٠٠ فط يس في معرڪة القيادة العامة اليوم ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23802	أها يعني ح يغزوا المنازل و يجمعوا الغنائم؟!! #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23807	البعض يكون مسلما ً أحياناً و غير مسلم في الاحيان الاخرى لا يريد للإسلام أن يتحكم بكامل حياته بإسم الحرية محمد سيد حاج	old_twitter	profanity	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23812	انت لو راجل وشمالي اطلع مشاه وتعال داوس دا ما جيش داوس بي تحت موت وانت مضروب من قدام ما تموت وانت مضروب من وراء او تتلبت زي اختك وحافر خندق وتقتل المواطن بي المسيرات والطيران وتقول انت راجل الرجال ناس الدعم السريع	war_corpus	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23817	اصلا امريكا قد دنا عذابها	old_twitter	random_no_keyword	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
23818	ربنا لا تؤاخذنا ان نسينا او اخطانا ربنا ولا تحمل علينا اصرا كما حملته على الذين من قبلنا ربنا ولا تحملنا ما لا طاقة لنا به واعف عنا واغفر لنا وارحمنا انت مولانا فانصرنا على القوم الكافرين	war_corpus	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23822	ما جايين خايفين من الشفع المسلحينهم	war_corpus	random_no_keyword	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
23832	ابات عقالات ما عندهم ضمان لو الاوضاع اتفاقمت ببيعو برهان والجنجويد الاتنين الناس تعصي وتلتزم بالسلمية بس	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23833	فتك ومتك وبل وجغم العيلفون قناة الخرطوم مقبرة وبل الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23835	قبائل الدينكا يهجمون على قرى المسيرية و ينهبون و ياخذون فتيات سبايا انت قاعد تحارب هنا عشان شنو و نسوانكم بخطفوهم اللحقو ناسكم و حلو عننا اني لكم من الناصحين	war_corpus	hate_tribal	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
23840	مرعب الجنجويد والقحاطة الكاهن البرهان وررررررررررررررررررررري دبل_ليهو	war_corpus	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
23843	لكن بورما ماسكنها كفار و ما بسمحو بي الاسامي دي يا ياسمين	old_twitter	religious_sectarian	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
23845	من كتاب الإنداية الفصل الثاني أصناف المريسة وأحوال السكارى. أها ناس الإنقاذ ديل بدو عهدهم ب( التور كبس ووصلو مرحلة (الجمل برك)!! يتفاصحوا ساي وما قادرين يقيفوا علي حيلهم! ؛ #تسقط_بس #موكب5أبريل #موكب6أبريل	old_twitter	dehumanizing	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23846	بعد عامين من التوقف تدشين اول خط موصلات من امدرمان للمحطة الوسطى بحري الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
23851	بل من المسافه صفر بل الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23853	ويل للجنجويد من شر قد اقترب المواطن لديه ثار لن توقفه اي صوابية بل بس ياجنجا تعبتوا والله لقيط الجراد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23856	المفتش العام لحركة جيش تحرير السودان قيادة عبد الواحد محمد احمد النور يعلن انشقاقة من الحركة ويؤكد وقوفه مع الشعب السوداني ولا حياد في ظل هذا التدخل السافر في الشان السوداني والجرائم التي ترتكبها المليشيا بحق شعبنا ٠	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23863	وممكن يضحكي بالزوجة والاولاد علية كما قال المجرم قائد الجنجويد زمن الغتغتة إنتهي من البداية تكون الامور واضحة وكل طرف يجب أن يعرف مكانتة	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23865	موجة عالمية من الكراهية وغير مسبوقة التي تضرب الامارات وشيطانها بن زايد في العالم العربي والاسلامي والمجتمع الغربي بعد ان لونت صورته بدماء السودانيين وجرائم حرب الفاشر، وفشل تابعيه وعبيده في تلميع صورته كل شي الا الدماء لها حرمة وانتقام الله وارد وحاضر لكل سفاح	war_corpus	violence_reporting	HATE	HATE	HATE	1	HATE	full_agreement	
23870	في عملية خاصة قوات العمل الخاص تدمر قارببن بالنيل بل وفتك على متنها عدد من جنود المليشيا الهاربين من الاذاعة والتلفزيون	war_corpus	violence_incitement	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
23871	دعامي سيلفي والفطيس خلفي بل_بس معركة_الكرامة لا_تبيعوا_دياركم الخرطوم_مقبرة_الجنجويد	war_corpus	violence_reporting	HATE	HATE	HATE	1	HATE	full_agreement	
23873	هلاك عدد مقدر من النقرز المستنفرين مع الدعامه في معارك المدرعات ظاهرة النقرز في طريقها للتلاشي ان شاءالله	war_corpus	violence_reporting	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
23875	شباب ركزوا علي صفحات الدويله عندها صفحات كثيره شغل سياحه وغيرو عايزين نعمل ليهم غزو اسفيري و اي زول فيكم عارف ليهو صفحه لي الدويله نزلوها في التعليقات عايز نبلهم	war_corpus	threats	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23885	محمد فاروق من كبار القحاته وكان يقود المظاهرات ويقفل شارع الستين بالخرطوم تم ضبطه وهو يتعاون مع المليشيا ويشفشف في البيوت	war_corpus	dehumanizing	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
23895	مافي كلام بل بس تبكو بس يا قحاتة ىيا جنجويد رئيس وزراء اتعين وحكومة شغالة والجيش شغال بل بس والشعب شغال بل بس جيش قوقو	war_corpus	hate_tribal	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
23910	هذه اللحظة العصيبة والفارقة موقف يؤكد انحيازها للاءات الشارع الثلاث لاتفاوض لاشراكة لاشرعية بالغاء كل خطوات التفاوض مع العساكر والانحياز للشارع ومطالبه لتؤكد الحرية والتغيير المجلس المركزي تمسكها بمواقف سبقتها مواقف شبيهة بعد مجزرة فض الاعتصام وتواصلت في الفترة	war_corpus	dehumanizing	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23911	#مدن_السودان_تنتفض #موكب14مارس "كيف قتلوا المعلم, بياتو قوة عين ودّوهو لأهلو؟" من تظاهرة معسكر أبو شوك للنازحين في الفاشر الآن (الخميس مارس), يطالبون برحيل نظام القهر والإفقار #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23912	اليونيسف مقتل 23 طفلا في شمال دارفور خلال 3 ايام وتصاعد للعنف ضد المدنيين قراءة التفاصيل الخرطوم_مقبرة_الجنجويد السودان الفاشر	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
23923	اختلف معاي مامشكلة لكن تختلف معاي لصالح المجلس العسكري الاجرامي مابخليك بعمل معاك اقصاء طوالي بدون اي اثنين ثلاثه خليك ضد المجلس العسكري واختلف معاي مامشكلة	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23929	ف المنطقه X الدعامه كان عندهم عرس ومتجمعين المسيره استهدفت فقط عربيه العريس الدعامي كلموو شهر العسل قودام دنيا زايلي تابع قناة القوات المسلحة السودانية	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
23930	وصول القوات التي دحرت التمرد من امدرمان والصالحة الي اقليم كردفان فجغ ومتك كبس خلاص قفلو ومرق خلاص جنجا شدو حيلكم	war_corpus	violence_incitement	HATE	HATE	HATE	1	HATE	full_agreement	
23938	البوينت، اوعوا شوية للحاجات البقيتو تنشروها، بعد شوية الناس حتستبيح القتل وحيجي واحد يقول ليك كيفي وحريتي الشخصية ما تبقوا عُبطة ساي	old_twitter	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
23941	يا دعامه انتهت الاقامة ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23945	كسسسم العساكر عموما و الجنجويد خصوصا	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23946	والي شمال دارفور الفاشر صمدت في وجه الهجوم الارهابي وحققت انتصارا جديدا بفضل القوات المسلحة اضغط هنا لقراءة التفاصيل الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	NEUTRAL	HATE	2	HATE	majority_vote	
23950	إلى كل الإسلاميين إذا تفرجتم اليوم على "اخوانكم" و هم يقتلون أبناء الشعب بهذه الطريقة، و لم تحركوا ساكناً، فلا تتباكوا غداً باسم القيم الانسانية عندما يأتي وقت الانتقام... #اعتصام_القياده_العامه #مدن_السودان_تنتفض	old_twitter	threats	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
23956	يتعمد الجنجويد المرتزقة تعطيل المساجد والاذان قضاء الحاجة في وسط البيوت التي يحتلونها لانتشار النجاسة لضمان نفاذ السحر والكجور التي يستخدمونها كستار للرصاص شياطين الانس والله	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23964	الدلنج تنتصر وتجغم الميليشيات المتمردة الخرطوم_مقبرة_الجنجويد معركة_الكرامة جيش_واحد_شعب_واحد شارك رابط قناة الخرطوم مقبرة الجنجويد على التلغرام	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
23973	الناطق الرسمي باسم القوة المشتركة لحركات الكفاح المسلح الشعور بالقلق من بعض الجهات هو محاولة تشجيع المليشيا المتهالكة للاستيلاء علي مدينة الفاشر لكن هذا الحلم سيظل يراودكم طويلا وقريبا سوف نسلمكم المليشيا جثة حامضة، واعلامهم هذا بمثابة زوبان فقاعات الصابون علي الهواء الطلق	war_corpus	threats	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
23986	احد مرتزقه مليشيا الدعم السريع الجنجويد يغني داخل المسجد حتى بيوت الله لم تسلم منهم الدعم_السريع_مليشيا_ارهابية	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
23995	عاينو رمضان في القيادة الكيزان بصرحوا ضد المؤسسة العسكرية و ضد الشارع و بطالبوا بي وجودهم و إلا ما حيكون في تحول سلس للحكومة الشارع بس و نحمي ثورتنا لحدي ما ننهي الفارغة بس	old_twitter	hate_political	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24010	لالا الحمدلله انا راجل ومالي مركزي م عاطل زيك كده عشان م اعلمهم دينهم وافهمهم واحرص عليهم لكن انت فكهم عادي زي ما بعملو الكفار الى فرحان بيهم ديل	war_corpus	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
24011	محور بحري هلاك 22جنجويدي واستلام موقع جديد نصر من الله وفتح قريب	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24013	الي زعماء القبائل السودانيه ورجالات الطرق الصوفيه الي كل قادر علي حمل السلاح انفرو خفاقا وثقالا لاجل تحرير المدنيين من حكم الزنديه استنهضو الهمم لاجل تحرير المعتقليين اقرعو النحاس وتقاطرو الي المعسكر النيلين اكبر من يكبل قيدها المرتزقه #مجزره_القياده_العامه #مدن_السودان_تنتفض	old_twitter	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24015	يا رفيق الكلاب لمن يتعدو عليك وانت سلمي قدام البيوت جوه الحله بعد داك الطوب والقزاز حلال انتهاك الاعراض ما حبابو بعدين ارجع لي ودنوباوي حاتعرف انو نحن هسي كدا متمسكين بالسلميه لابعد الحدود وسلميه ضد الحراميه يا زولي #تسقط_بس	old_twitter	hate_tribal	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
24018	وقال ليه: والله يا جنا الكفار ديل حنان بالحيل	old_telegram	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
24021	هلاك اللواء خلا احمد بركة الله في اشتباكات الجنجويد بنيالا	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24029	انا بتذكر لمن الاسعار كانت منخفضه الدجاح ده تلقاه مجدع في الارض في الاعراس و الناس بعفصو فيه اخلاقنا الكعبه +الكيزان هو الجابلينا الكج اتخلصنا من الكيزان باقي نتخلص من الاخلاق الكعبه	old_twitter	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24036	جزء من رسائل رئيس مجلس السيادة الانتقالي عبد الفتاح البرهان الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24039	#اطردوا_الوزير_المصري حيث سماها ظلانا وسابق نيله ساقينا رضعنا لبانه ربتنا ترعرعنا وتربينا فان لم نحن نحميها فلاكنا ولأبقينا	old_twitter	violence_incitement	HATE	HATE	HATE	1	HATE	full_agreement	
24040	مدفعية الابيض ترررررررد للجنجويد بالمدفعية المتطوره G K R بل بالتقييل سدد الله الرمي	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24041	جنجاالكومه نومكم واضانكم ورجليكم كلو خلي يبقي خفيف بل_بس كنس_الجنجويد_والقحاتة_من_السودان لا_تفاوض اعلان_التعبئة_العامة كلنا_جيش	war_corpus	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24049	لا كرار مع الشوام وانا مع الكفار	old_twitter	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
24053	الجيش السوداني يواصل التوغل في صالحة ويطارد فلول المليشيا للمزيد من الاخبار تابع قناة الخرطوم مقبرة الجنجويد على واتساب عبر الرابط الخرطوم_مقبرة_الجنجويد	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
24055	ادعم جيش الكيزان عشان يجي نافع علي نافع يقول لي الحس كوعك ؟ ولا يجي علي عثمان يقول التعلمات لكائب الظل واضحة shoot to kill ؟ ولا الفاتح عز الدين يقول البطلع الشارع بنقطع راسو ؟ ولا يجي الرئيس الرقاص بكل بجاحة يقول قتلنا العشرات بدون سبب	war_corpus	violence_reporting	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24056	استرقاق الافارقة العمره ما بيتعدى سنة هو فقط الاسترقاق واي استرقاق منذ بدء الخلق لا شيء؟!	old_twitter	hate_tribal	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
24057	في لقاء الحاضنة السياسية للمليشيا ومنفذي اجندة الاستعمار البريطاني داخل قاعات لندن، احد الحاضرين اثناء خطاب حمدوك صرخ بي كم بي كم قحاته باعوا الدم الخونة اتجمدوا واترعبوا كانهم شافوا اشباح التاريخ بتطاردهم هذا مصير اي خائن غرق البلاد في فوضى ومخططات غربية شغل بختلف يا صحبي قحت_لاتمثلني حمدوك_لايمثل_السودان	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24066	ثريد طويل خلاصته انو ناس المناصير هم الغلطانين والاولاد الماتو ذنبهم في رقبة اهلهم اهم شي في الثريد دا هو مصدر المعلومة القوي الموثوق شديد المعصوم من الخطأ والد كاتبة الثريد	old_twitter	threats	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
24068	الله اكبر قواتنا تسيطر على محلية ام دم حاج احمد كبرى محليات شمال كردفان والزحف مستمر بلا توقف حتى تطهير كل شبر من المليشيا والمرتزقة السودان_ينتصر معركة_الكرامة	war_corpus	violence_incitement	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24069	عشان كده لازم تسقط #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
24077	الجنجويد قوم اذا صفع النعال وجوههم شكت النعال باي ذنب تصفع	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24078	هلاك الجرذ عمر هجانه قائد مجموعة جرذان محور المناقل تم قتل خمسه من مرافقيه بواسطة ابطال الحداحيد وتم اسر جرذ وتسليمه للمناقل ايضا تم غنم مركبة قتاليه لاندكروزر موديل 2023	war_corpus	dehumanizing	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
24082	من تشيع المقاتل عبد القادر الحكيم ابو عبيدة التابع لجيش الاحرار	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24090	(حرفيا الاخوان احلي حاجه في الدنيا)	old_telegram	hate_political	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
24093	تجرو وين و يا خسارة تعليمكم حكومة جنجويد اصحاب الابادة الجماعية في السودان	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24107	كلمات الفدائي الروح دي طالمه حية نحن حين والله الله اكبر بلد فيها رجال زي ديل ما بنشيل همها تقوم بالسلامة يا فدائي بل_بس	war_corpus	humanitarian	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
24122	ما كفارة من يفوت موكب الخميس؟؟ من فوّت موكب الخميس فليكفر عن تخاذله بالآتي: -فليقل #تسقط_بس ثلاثاً. -يحرق لستكين ماكنات كدا. -يمشي مواكب: واحد في الكلاكلة وواحد في الحاج يوسف وواحد في أمدرمان. دا موكب الخميس يا زول تفوتو كيف يعني كافر أنت ولا شنو؟؟!! #موكب14مارس	old_twitter	religious_sectarian	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
24123	اهالي قرية بالجزيرة يطردون الجنجويد والمرتزقة ويحتفلون بالانتصار	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24128	ولاية خراسان بتوفيق الله تعالى، استهدف جنود الخلافة عنصرا من ميليشيا طالبان المرتدة بمنطقة كامه في ننجرهار ، بالاسلحة الرشاشة، ما ادى لمقتله واغتنام بندقيته، ولله الحمد والمنة	war_corpus	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
24136	عبيد الجلابة في قبضة الدعامة	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
24150	الدعامي يومت زي الكلب و يترمي في اقرب كوشه لانو ده مكانو المناسب ليهو	war_corpus	hate_political	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
24151	الزنوج الان يلفون التبغ ويتوجهون على شارع النيل	old_twitter	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24162	اي واحد عربيتو اتسرقت يفتح بلاغ اونلاين علي الرابط المرفق البلاغ للانتربول عن طريق الشرطة السودانية حتي لو طلعت برا السودان انشاء الله بترجع الموقع دا لكل البلاغات حتي المفقودين ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
24168	شهود عيان سوبا شرق الطيران اشتغل شغل جديد نزل تقريبا لغايه ١٠٠ متر من الارض وضرب ارتكاز اللؤلؤة لم ينج احد معركة_الكرامة الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24180	الامارات_دولة_داعمة_للارهاب الامارات_راس_الافعى الامارات_منظة_ارهابيه الامارات_تدعم_الجنجويد الامارات_نكبة_العرب MakeTheseHashtagsTrend UAE_StateSponsorsTerrorism UAESnakeHead UAETerroristOrganization UAESupportsJanjawid UAECalamityOfTheArabs الامارات_دوله_داعمه_للارهاب الامارات_منظمه_ارهابيه notacivilwar uaekillssudanesepeople الدعم_السريع_يقتل_المدنيين الفاشر_ابادة_جماعية السودان_تحت_النار الامارات_تمول_حرب_السودان الامارات_تمول_الدعم_السريع امريكا_تمول_الدعم_السريع الدعم_السريع_يبيد_مواطنين_الفاشر الدعم_السريع_يبيد_الفاشر الفاشر_تحت_الابادة الدعم_السريع_يبيد_السودانيين وقف_الابادة_في_السودان الامارات_تمول_مرتزقة UAE_Funds_RSF US_Funds_RSF UAE_Funds_Sudan_War StopFundingRSF Hold_Funders_Accountable RSF_Kills_Civilians AlFashir_Genocide SudanUnderAttack AlFashirUnderAttack RSF_AlFashir_Genocide StopSudanGenocide RSF_Kills_Sudanese يلا يا جيش	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24181	خوف شنو و خرا شنو البقى الزول خايفو تدقو الشارع دا بس عشان نفسكم عشان امانكم وعشان يتحرقو العفن تباع البشير	old_twitter	profanity	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24183	قريبا جدا المتحرك دا وصل بحمد الله قوموا جارين يا جنجويد كنتقدروا	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24189	فرحان بكم مرتزق وتاتشرات مفتكر عنده قوة طول ما عساكر الدهم السريع ماعندهم عقيدة وعقيدتهم الوحيدة هو الجنية او الريال ماىح تقوم ليهم قائمة اتحداه لو في عسكري دعم سريع اتجند بدافع الوطنية	old_twitter	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
24191	#مدن_السودان_تنتفض رغم تعنت العسكر الانقلابيين الدمويين الهمجيين، و رغم حشود الكذب والنفاق التي تم شراؤها و بعضها لم يتم الدفع لهم، يعني طلعوا ع فشوش، رغم اصطفاف الجنجويد وكتائب الظل الكيزانية فقد خرجت جموع الثوار هادرة تجوب شوارع مدن السودان وفاء و عرفانا لدم شهداءنا الطاهرة.	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24192	تنسيقية لجان المقاومة الفاشر مليشيات الجنجويد تهاجم منطقة ليون التابعه لوحدة ادراية ابوزيقة مما ادى الي اصابة شخصين وحرق القرية الشفاء العاجل للجرحي ١٨ نوفمبر	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24195	دعواتكم لسكان امدرمان القديمة الان معارك ضارية و قذائف تسقط داخل الاحياء اللهم اللطف بكل اهلنا في امدرمان فك_اللجام معركة_الكرامة جيش_واحد_شعب_واحد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24205	بعرفو التعايشي هو التعايشي غير السلب والبطش العملتوهو دا عندو شنو اريتو الامام المهدي اكان حرقو مع غردون وحرقو	war_corpus	hate_tribal	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
24210	اسود الفرقة السادسة مشاه الفاشر والقوات المشتركة يفلحون في اصطياد وقتل المتمرد علي يعقوب قائد قوات الجنجويد المهاجمة للفاشر وجثمانه موجود الان داخل مباني الفرقة السادسة	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24218	تنبيه يا جيش كاب الجداد قبل مدخل السديرات، في غابة البان، والمكتب، قدام السديرات، توجد غابة، احتمال كبير الجنجويد بكونوا عاملين فيها كمين؛ يجب وضع الحيطة، والحذر خليل حسن الضو	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
24220	جنجويدي يشكو من غدر الاشاوز باخيه وهو نايم الفطيس عبدالرحمن مسار حيث تم سرقة البندقية وقتله، وقال ليك جيش الفلول عندهم حق الزماله ،ويعلن انسحابه من الجاهزية الدعم_السريع_مليشيا_ارهابيه تابعونا على الرابط قناة التلغرام _____ قناة الواتساب	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24223	مجز رة جديدة في معسكر ابو شوك 40 شهيدا ومئات الجرحى جراء قصف غادر من مليشيا الد عم السر يع الاماراتية قراءة التفاصيل الخرطوم_مقبرة_الجنجويد الفاشر	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24224	ادعم جيش الكيزان عشان يجي نافع علي نافع يقول لي الحس كوعك ؟ ولا يجي علي عثمان يقول التعلمات لكائب الظل واضحة shoot to kill ؟ ولا الفاتح عز الدين يقول البطلع الشارع بنقطع راسو ؟ ولا يجي الرئيس الرقاص بكل بجاحة يقول قتلنا العشرات بدون سبب	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
24225	اسس بناء الدولة السودانية وعاشت لجان المقاومة خنجرا مسموما في خاصرة كل مفارق لمطالب الشارع لجان مقاومة العشرة المكتب الاعلامي24 يوليو الثورة_مستمرة التسوية_خيانة_للشهداء لاتفاوض_لاشراكة_لاشرعية ميثاق_تاسيس_سلطة_الشعب الميثاق_الثوري_لسلطة_الشعب	war_corpus	dehumanizing	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
24226	ضربة موفقة للطيران في الفاشر اسفرت عن مقتل 8جنجويدي وتدمير 2عربة قتالية لاندكروزر الله اكبر الله اكبر	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
