priority	id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	human_label
12718	12328	كل زول عايز يبرئ ذمة اهلو	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12719	12329	اذا الله اراد والحكومه دي انقلبت لمو لينا كل الكيزان الكانو بطلعو في البرامج وبتكلمو بالطريقه دي دايرنهم في كلمه راس خفيفه كده	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12720	12333	ـ محاسن عاينت لحليمة اشررت ليها علي فاطمة عني تكب الجبنة في فاطمة.	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12721	12334	دا بوتاجاز ولا برنامج المسامح كريم	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12722	12336	اسال الله ان يوفق منتخب السودان في كاس العالم قطر ويشيل الكاس او يلعب النهاي	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12723	12340	الراجل عزم السودان كلو وجبه وكافي قعده هاديه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12724	12342	مصريون انتم مائة مليون مصري تخلو واحد بلحة يحكمكم بي حديد و نار ويقتل من يشاء منكم وانتم مثل جحر ولا حس ولا خبر #بلحة تسقط بس	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12725	12343	لو طبعك حلو بتشوفي اي زول حلو	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12726	12344	انت الكان بكتب ليك منو الفترة الفاتت	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12727	12345	من يوم شفته شافني شاقني شاقني	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12728	12346	قيادات عسكرية بغرفة السيطرة التابعة لمتحرك الصياد تعلن التقاء قوات المتحرك مع قوات الفرقة الخامسة مشاة الهجانة الرسالة249 معركة_الكرامة الخرطوم_مقبرة_الجنجويد تابعنا تليجرام الفيسبوك	war_corpus	hate_tribal	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12729	12347	واحد من اكبر قادة التمردالميدانيين ؟ الله اكبر	war_corpus	hate_political	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12730	12356	الكرام الضغط على الشرطة ومخاطبتها لتتحمل مسؤوليتها في مجابهة هذه العصابات التابعة للنظام والتي يتم جلبها وتسليحها بواسطة قوى تابعة للمجلس العسكري الانقلابي ومليشيات جهاز امنه وكتائب ظله وجنجويده بالاساس، وهو اتجاه مخطط من قبل المجلس العسكري الانقلابي وجهاز امنه وجنجويده لارهاب	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	
12731	12359	بمبان بيزحو كوركي من قدام البيت واحرقي لستك خليهم يفكو بمبان جنب البيت #تسقط_بس	old_twitter	violence_incitement	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12732	12360	الناس كلهم نفسهم يعملو كدا	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12733	12361	مدينة_نيالا الله اكبر الجيش يقصف تجمعات الجنجويد ومعداتهم العسكرية داخل مطار نيالا بطائرة مسيرة الحمد لله نجحت العملية بصورة كبيرة واحدثت انفجارا كبيرا هز المدينة وشاهد سكان المدينة الدخان المتصاعد اطلع ي متعاون انكر كنتقدر	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
12734	12362	رحم الله اخانا الشيخ ابا عبد الرحمن المكي وتقبله وحشره في زمرة النبيين والصديقين والشهداء والصالحين وحسن اولئك رفيقا	war_corpus	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12735	12363	عبد الله الطيب مع الستين #موكب6ابريل	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12736	12366	والله ياجماعة انا طبيييعي شايل البورد عاااادي ما حنك لكن اول مره افرح كدا اني اشيل البورد بفتخر والله اني ربدتا عشان اقراء مع الدفعة اللي اقنوعني انهم كلمه رجال بمعني الكلمة وشوية في حقهم اولاد علي بنات ربنا ينصر البلد ويصلح حالها #تسقط__بس	old_twitter	profanity	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12737	12374	اكد الاستاذ جعفر حسن لقناة الحدث القيادي بقوى اعلان الحرية والتغيير مايخص التحقيق في مجزة فض الاعتصام فقد اكد انه لاتنازل ابدا عن تحقيق العدالة و محاسبة القتله مهما كانت مناصبهم وان دماء الشهداء لن تهدر عبثا وقد ضمن ذلك لوثيقة الاتفاق لاهميته القصوى	old_twitter	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12738	12376	إذا خصمت حديثهم عن حقهم في الوجود وخصمت من حديثهم مهاجمة وتبخيس وشتم الآخرين, ما الذي يتبقى في حديث الإخوان المتأسلمين"الكيزان"؟؟.. افيدونا افادكم الله... #اعتصام_القيادة_العامه #مدن_السودان_تنتفض #تسقط_بس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12739	12378	زول يقول ليك مشارك في عملية انقلابية فشلت تقول تهمته شنو تهمته الازعاج العام	old_twitter	revolution_terms	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12740	12380	طربيق السكران الليله وقع مع العلمانيه وقال قواتو اتفرقو العباده وهم بدوها في رمضان وشفشفونا في رمضان حسبي الله ونعم الوكيل	war_corpus	religious_sectarian	OFFENSIVE	OFFENSIVE	HATE	2	OFFENSIVE	
12741	12383	قمت من جمبها و قعدت ورا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12742	12394	لا انا اعترف بس جبره مابعيده صراحه	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12743	12395	م الواحد لا عارف يركز مع الحصل في المصنع الاتحرق دا ولا في ال8 الفجاء تعاين وراك تشوف قوون تاني Moo7a	war_corpus	violence_reporting	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
12744	12396	قريه زنقاحه ودالبر علي شارع الحصاحيصا جيش المناقل استلم 10موتر و2 عربه ملاكي وكم فطيس واسر عدد 6 دعامي ولله الحمد	war_corpus	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12745	12397	الواحد م عارف بدون كلمة مبالغه دي كان حيرد للناس بشنو	war_corpus	gender_hate	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12746	12398	مصنع غزل الحاج عبدالله التحرك قريبا الى الشكابات مدني	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12747	12401	ولاية خراسان بتوفيق الله تعالى، استهدف جنود الخلافة عنصرا من الاستخبارات الباكستانية المرتدة بمنطقة بشتخره في مدينة بيشاور ، بسلاح مسدس، ما ادى لمقتله، ولله الحمد والمنة	war_corpus	religious_sectarian	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12748	12404	توجيه تهمة زنا المحارم لرجل اغتصب ابنة زوجته #السودان	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12749	12407	اها الحفله بدت ونفيسه دي مغتغطه وملفحه زي عمر المختار والدلوكه ماكلاها عايزه تمشي لي النص وتبشر.	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12750	12408	لم نسمع ، رحمة للعالمين ، و لكم دينكم و لي دين ، و من شاء فليؤمن و من شاء فليكفر ،و لكن سمعنا أعداء الدين ، الدعاوى عليهم بالهلاك و الكوارث	old_twitter	random_no_keyword	NEUTRAL	HATE	HATE	2	HATE	
12751	12409	الكلام ده مش قلتو ليكم وقت القون ياخ خلعنا كلنا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12752	12410	ترس نركبو فيه اي والله بنمبان نرجعو ليه اي والله درقة نكسرها ليه اي والله ملتوفنا نحرقو بيه اي والله طوب ونرجعو ليه اي والله #من_اجمل_ماسمعت #تسقط_بس ولا بنتفاهم زاتو	old_twitter	violence_reporting	HATE	HATE	OFFENSIVE	2	HATE	
12753	12412	الي قتلة ابني عبدالرحمن من الصادق سمل والده #تحقيقات_مجزره_الاعتصام #تحديات_الفتره_الانتقاليه	old_twitter	hate_tribal	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12754	12415	وزارة الطاقة والنفط مسيرات الدعم السريع استهدفت امس مصفاة الخرطوم وركزت في ضرباتها على مركز التحكم والعدادات وخزانات الغاز وخطوط الوقود الرابطة لمحطة كهرباء قري 3 _انضم للمشهد السودان علي تلغرام عبر الرابط	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12755	12416	والله مش كان عملوا ال أزرق ، بشوف الرسايل و بقراها و كن ما دايرة أرد ما حرد و الداير يزعل خليو يتنفخ لامن يطرشق. ده بقا ما	old_twitter	hate_tribal	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12756	12417	احااا كده أنا خلاص بقيت زي باقي الناس	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
12757	12420	افتكرتك قاصد برج المملكة هاقوقلها	old_twitter	violence_incitement	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12758	12422	شركة سوداني للاتصالات عبر بيانا لها تعلن عن عودة خدمتها في ولايات سنار والنيل الابيض واقليم النيل الازرق بعد انقطاع دام لاسابيع، وقالت انها تعمل على عودة الخدمة تدريجيا لجميع مدن السودان بدون استثناء	war_corpus	neutral_news	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12759	12425	هو ليه بعض من الناس مركبه مكنة ضيق الخلق وانها بتقفل سريع من الناس! وانو مزاجها بقلب دا شنو الوهم دا ياخ	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12760	12426	البرهان المرتزق باع بلدنا بريالات معدودة. #تسقط_بس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12761	12428	من حرق دار المؤتمر الوطني في عطبرة الى اطلاق بالونات في الهواء ، أياً كان المقصد دي حاجة فارغة وما ليها داعي وبتحول الهدف الاساسي لاسقاط النظام الى اهداف اخرى، نحن بنضحك على نفسنا وعلى شهدائنا الخالدين. #مدن_السودان_تنتفض #تسقط_بس #موكب21مارس	old_twitter	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12762	12430	2_ هي خير من النوم لان المؤمن والكافر يشتركان في النوم، والصلاة لا يصليها الا مؤمن	war_corpus	religious_sectarian	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12763	12432	كان نفسي اتخرج قبل ما اموت	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12764	12434	بعد ده كله الموية ما اتصرفت, الشارع الناشف اتسد علشان اتكسر والعربيات ماشة اتجاهين في الشارع الغرقان. جبناك يا عبد المعين تعين طلعت كوز.	old_twitter	hate_political	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	
12765	12436	الحمدلله على نعمة الإسلام تخيل تكون ملحد و تفوت شعور انك ترجع البيت منهك بس مصلي كل الصلوات	old_twitter	religious_sectarian	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12766	12439	لو ما قدر الموضوع دا اعمله خدمة عملاء في كل فرع الواحد يمشي يشيل رقم وينتظر دوره.. لكن يومين ياخي ما قادر افتح تطبيق بنكك وعندي ناس مفروض احول ليها قروش وراجيكم ترده علي!	old_twitter	hate_political	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12767	12441	حميدتي ميت ولا عايش دي ما قضيتنا نحنا قضية الان انها_التمرد سوى كان عايش ولا ميت ما بيفرق بشئ ولا بيغيير في موازين المعركة	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12768	12450	تفرج اكتر من كدا كيف	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12769	12453	هروب العشرات من جنود المليشيا المتمردة من امدرمان لدارفور بعد الهزيمة الساحقة التي تلقتها في سلاح المهندسين المسيرات تلاحق عناصر المليشيا المتمردة المختبئة في منازل المواطنين بامدرمان وتلحق بهم خسائر كبيرة في الارواح والعتاد مقتل المتمرد العقيد موسي عبودة مسمار نص قائد القوات الخاصة وقائد حرس المتمردعبد الرحيم دقلو بالخرطوم	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12770	12454	خواطر_ناصر تعال قريب بهدوء الفرصة جاتك	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12771	12456	انت وهمي يا زولي زولي شديد والله	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12772	12461	تنبيه محتوى حساس ننوه ان الفيديوهات تحتوي على مشاهد قاسية جدا مشاهد قاسية بالفيديوهات تفوق مقدرة اي بشر على التحمل ضحايا مجزرة ١٧ نوفمبر مليونية17نوفمير مجزرة17نوفمبر	war_corpus	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12773	12463	لا حول ولا قوة الا بالله دا كلو بي الكلمتين ديل	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12774	12464	يا فاروق يا أخوي والله كتر خيرك لكن أنا عندي حريم مسؤول منهن هنا مابقدر أفوتهن ، وتاني شي لو أي واحد فينا جرى برة و خلى بلدو و مسقط راسو منو الحيعمرها و منو الحيطلعها من الحال اللي هي فيهو ده	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12775	12468	حظك بتوفر50الحلاقه قاعد احلق بي جنيه	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12776	12480	لالا ما لي درجع تشي تشي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12777	12481	و يقولو ليك ما قاعدين نحتل بيت زول و يرسلو ليك الفيديو المستفز دا قولت الاحتلال السريع جنحويد مرتزقة انتو سارقين قاتلين بتعرفو صلاة؟	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	
12778	12485	المستنفر عرفات عبدالقادر موسى باسم كل المستنفرين يرسل رسائل للخنيتة حمدوك واحزاب الحرية والتغير المجلس المركزي واصفا اياهم بالعملاء ودعمهم السياسي للمليشيا الارهابية شارك قناة انصار القوات المسلحة السودانية علي التلغرام	war_corpus	profanity	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12779	12486	مش شغالين فلان شيوعي و فلان كافر و فلان ملحد ناس اتجاوزت هذه المراحل	war_corpus	religious_sectarian	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12780	12487	البشير وحكومته يهينون الشعب السوداني بصورة وحشيه كبرة البشير ونظامة يقتل المتظاهرين #مدن_السودان_تنتفض #تسقط_بس	old_twitter	dehumanizing	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12781	12489	جبل اولياء رص_دنا اكثر من 16 مر كبة ق_ تا لية غادرت العاصمة الخرطوم صباح اليوم عبر جبل اولياء وكذلك عدد 5 دفارات محملة بالاثاثات المنزلية ايضا سجلت خروج نهائي صباح اليوم كما رص_دنا ايضا وصول 7 مر كبة ق وصلت جبل اولياء عصر اليوم ولم تغادر حتى الان ودالمصطفى	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12782	12498	الطيران الحربي يقصف مستشفى كتم	war_corpus	humanitarian	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12783	12500	قالوا قلة مندسة قلنا أغلبية مقهورة	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12784	12501	ليه ما يستمتعوا بالحرية والشرطة والامن والجيش وكتايب الظل وكتايب عبدالحي يوسف ونافع والدفاع الشعبي كلهم كيزان وواقفين في صفهم الا من رحم ربي	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	
12785	12502	عشان كدة ما بترد علي مش	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12786	12504	واي الفي النهاية دي لزوم شنو؟	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12787	12506	قبيل شختا بي وين انت؟	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12788	12509	احيييي يا الما حاسي بي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12789	12511	استقبل رئيس مجلس الوزراء د. عبدالله حمدوك اليوم بمكتبه بمجلس الوزراء وزير الشؤون البرلمانية بوزارة الخارجية الكندية روب اوليفانت الذي نقل له تحيات رئيس الوزراء الكندي وإشادته بالثورة السودانية التي إتسمت بالسلمية #هيكله_المؤسسات_الامنيه #تحديات_الفتره_الانتقاليه	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12790	12512	يلا انتي بتهظري لكن في زول بكون في باريس جدجد	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12791	12514	فقال وم خلقت الجن والانس الا ليعبدون	old_telegram	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12792	12516	دي القالو عليها كوزة ودخلوها الجوية	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12793	12521	ي جماعه سيدك بشغل كلاش اوف كلانس	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12794	12525	وسط حماس الضباط والجنود رئيس مجلس السيادة القائد العام للقوات المسلحة الفريق اول ركن عبدالفتاح البرهان يتفقد القوات بالخطوط الامامية بمدينة الجيلي وفي الافق تلوح بشريات النصر القريب في محوري بحري والخرطوم مدينة الجيلي ٢٤ يناير ٢٠٢٥م	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12795	12527	عملية نوعية خاطفة للعمل الخاص ببحري تسفر عن هلاك ١٧جنجويدي وتدمير1 عربة وارجاع 2بوكس 3 موتر واسر 6جنجويدي والقبض على 1مواطن متعاون التحية لابطال العمل الخاص اصحى يا اعلام الجيش	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
12796	12528	زكرتني بمحظوظ بتاع مجلة ميكي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12797	12529	يا عبدي لو علمت كيف ادبر لك امورك، لعلمت يقينا اني ارحم بك من امك وابيك، ولذاب قلبك محبة لي احمدوا الله دائما	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12798	12531	أحلى حاجة دي ولا اييييه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12799	12532	قوات تاسيس بالنيل الازرق تشرع في تنفيذ استراتيجية الخريف وتحذر مجموعات مالك عقار بجنوب الولاية The Founding Forces in Blue Nile begins implementing autumn strategy and warns Malik Agar Force in the south of the state معركة_الديمقراطية حراس_الثورة_المجيدة	war_corpus	hate_tribal	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12800	12533	أيها الشرطي: ليس هناك عاقل لا يعلم بأن الشرطة متواطئة مع مرتزقة هذا النظام البائد لتنفيذ أجندة أفراد على حساب هذا الشعب الأعزل والذي سيُحقق العدالة رغم أعين الجبناء. #موكب22يناير #مدن_السودان_تنتفض	old_twitter	threats	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12801	12538	الله لا كسبهم المنافقين الكذابين	old_twitter	religious_sectarian	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12802	12539	الحب هو قيامتك الشخصية و المراة التي سيجرجرك قلبك اليها هي فردوسك الابدي او جحيمك الاخير	war_corpus	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12803	12541	والده في تسجيل صوتي يتبرا منه اليوم قائلا تسبب في موت والدي في موت اهلي وانا متبرئ عنه تماما	war_corpus	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12804	12543	هههههههههههه بالظبط كده الا تكوني بتعرفي كشتينه	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12805	12546	بعد مكالمة طويلة مع ثوار من شتى التشكيلات الثورية تم الاتفاق على التصعيد الثوري و هدفنا كشف كل الخونة و الجبناء و الضغط على #حمدوك التفاصيل كاملة في اللايف القادم بس حبيت ابلغ جداد اجهزة المخابرات المحلية و العالمية انه يقلبو نومهم لانه انا بجي بالليل متاخر و كدة #تسقط_بس	old_twitter	revolution_terms	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12806	12548	الله اقوى منك ومن كل مرتزق	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12807	12549	قال ليهو والله يا عبدالرحيم ده خبر جميل وانت عارف انو ولدك ولدي	old_telegram	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12808	12550	الله اكبر تم القبض على الهالك شارون جوه ليك ي دعامي ورساله لي سافنا دورك قريب مصير كل مرتزق	war_corpus	threats	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12809	12552	#ضد_ترشيح_البشير٢٠٢٠ انا المواطن السوداني امين عبدالله ضد ترشيح او رئاسة الرقاص #عمر_البشير لجمهورية السودان	old_twitter	hate_tribal	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12810	12553	ومن أسوا ما تسمعه من رجل شرطة أو قانون عبارة "دي المدنية الدايرنها" هذا يؤكد سلفا أن هذه المؤسسات لا تؤمن بالقانون برغم أنها توصف بأنها حامية له. رأينا سابقا كيف فعلت ذات المؤسسات بهذا المواطن إبان المواكب وقبلها وبعدها..	old_twitter	revolution_terms	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12811	12556	#تسقط_بس لا لا لا الدك بس ياهو نفس الورق من الله خلقنا ماشفنا رئيس بعين رئيس وين دور الشعب من الكلام دا ولا الكيزان هم البمثلو الشعب والحكومه والبلد واي شي ها عاد مابنروق ولا بنرجع بيوتنا وشيلو شيلتكم	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12812	12560	لا ديل مندسين و مفروض يتحاسبو	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12813	12561	مجان كيف يامان ما منشط انا درويد ولا حاجة تانية	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12814	12562	اتفق عليكالله عان الصورة البشمال دي بس	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12815	12563	يسقط المجلس العسكري لنضمن تقديم كل القتله المارقين لساحات العداله في ظل نظام مدني تسقط الحركه الاسلاميه بشقيها العسكري والمدني لننعم بحكم انتقالي مدني يعالج افرازات الثلاثين عاما الماضيه #اعتصام_القياده_العامه #مدن_السودان_تنتفض #الشارع_بس #تسقط_بس	old_twitter	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12816	12564	لا تناموا قبل أن تدعو على حكومة اهلكتنا ثلاثون عاما ومازالت تصر ان تتشبث بنا لتكتم أنفاسنا وهي تلفظ أنفاسها الأخيرة بإذن الله الكاش وينو سرقوا الكيزان الكاش وينو بلعو الكيزان والحل هو شنو سوا في الميدان #تسقط_بس #مدن_السودان_تنتفض #موكب28مارس	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
12817	12570	ّقال لي بثينة خلاص مروة كبرت لازم ندخلها المد رسة	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
12818	12571	رجعت ليك قبيل السكرتير بتاعك زابط لكن	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12819	12573	اوعا تقولي لي درجه البت الفي دعايه سيقا دا شنو اكل سمح دا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12820	12576	مقولة او عبارة ما راح تنساها... هاك قروش	old_twitter	profanity	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12821	12578	إن الله لايترك عبدهُ في منتصف الطريق حتى وإن تركوه البشر.	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12822	12580	كشف أي مخرب أو مندس وتسليمه لقواتنا المسلحة دون عنف	old_telegram	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12823	12583	تم الاستدعاء والاحتجاج وموفد السفارة السودانية اتواصل مع المواطن #موسي_بشير	old_twitter	revolution_terms	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12824	12584	من قال اني لا ابوح اخبرت ربي حاجتي الرب اقرب يا رفاق من شاء يوما ان يبوح فاروق_جويدة	war_corpus	dehumanizing	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12825	12586	يا زول انت ما عندك موضوع ولا شنو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12826	12587	استعينوا بالكتمان لان الاحلام ايضاً تتعرض للسرقة،إما من بائس يضع العصى في العجلات او من فارغ يقتات على تنفيذ مشاريع الغير.	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
12827	12589	جادو أنت زول أخوي عديل، لكن بي افتراءاتك دي، شايفني كاتب ليك ما عافي ليك قريييب. ما تبقى علي يا بروتس	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
12828	12590	شاهد بعد تطهير الاحياء السكنية من المرتزقة كاميرا القوات المسلحة توثق استخدام منازل المواطنين والاعيان المدنية منصات لاطلاق المدفعية ومخازن للسلاح والذخائر المرسلة من دول مساندة للتمرد امدرمان ٣ ابريل ٢٠٢٤م فيديو السودان القوات_المسلحة_السودانية	war_corpus	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
12829	12597	استشهد الصحفي النور سليمان النور صباح اليوم متاثرا بجراحه، بعد اصابته امس جراء استهداف مليشيا الدعم السريع منزله بمدينة الفاشر عزة السودان	war_corpus	violence_reporting	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
12830	12601	أسهل شي عند السوداني يشاور على افريقي تاني ويوصفه بال "عبد" وهو لو عاين في المراية برضو هيشوف عبد ههههه الحل نتجنب المرايات ونفضل عنصريين	old_twitter	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	
