text	label
ياخخ في ناسس مدلعين لدرجه انوو لو اديتم حقنه بموتوو	OFFENSIVE
الناس في بلدي يدرسون الطب يدرسون الطب	NEUTRAL
ايييييه ياست الحقه انتي زينا برضك	OFFENSIVE
الطيران الحربي يقصف ارتكازات المليشيات في شرق النيل قبل قليل وسماع اصوات المضادات	NEUTRAL
بالتأكيد لا يريد الكثيرين من فلول النظام ومن لفه لفهم محاسبتهم، وفضح تقصيرهم وفسادهم، لذلك لا يرجون #تنظيف_مفاصل_الدوله وسيعملون على ليّ عنق تطلعات الشعب، وحتى يتمكن الشعب من تحقيق مآربه عليه أن يجعل جذوة الثورة متقدة ولا يتسمع لشائعات فلول المخلوع، أن يمضي قدما نحو التغيير بحزم	OFFENSIVE
قال ليها انتي مالك عنيدة كدة ياخ قلت ليكي عاوزك بالحلال	OFFENSIVE
لقد أسمعت لو ناديت حيا ..ولكن لا حياة لمن تنادي ولو نار نفخت بها أضاءت ولكن أنت تنفخ في رماد #وزير_الصحه_السوداني	NEUTRAL
خارج النص يوسف عبد المنان يكتب تشكيل الحكومة السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
يخ ديل كفار علي الطلاق	HATE
انا زمان كنت بقول حاجه و بتهاجم فيها طوالي، مره جيت ماره بدفار كجر سنة و لاحظت انهم شباب صغار غالباً في عمري قالعين طواقيهم و ماسكين تلفوناتهم وربيضحكو زي اي شباب في عمرنا، حقيقه حزنت انهم مستعبدين و الظروف الخلتهم انهم يبقو كجر للابد حشوفهم ضحايا زيي زيهم	NEUTRAL
#الحرب_النفسية المهم بداية الثورة اي امنجي ولا كوز قريبنا بشيل رقمة وارسل لية رسالة صباح ملحقة ب #تسقط_بس رازيتم ليك لمن جزء منهم غادر قروب العيلة شكل مابنشاكل نبز مابنبز لكن بنعرف نملاك فقر بالبارد	OFFENSIVE
وان نخرج لنطالب باستقلالية القضاء والنيابة العامة بالاساليب النضالية التي تشاركناها واياكم ضد سدنة الظلم والطغيان جماهير المدينة، تواثقنا واياكم على راية الثورة بشعاراتها الثلاث حرية سلام عداله وعلى الدفع بتحقيقها بكافة اساليب النضال السلمي المتاحه والمختلفه	NEUTRAL
شوف البيرقدار كيف يجعل مايصيبه	OFFENSIVE
جبره و جامعه المغتربين و جزو من ناس الصحافه لي اسي مدورين. #موكب14مارس #تسقط_بس	NEUTRAL
معارك االان دعواتكم منتصرين باذن الله	NEUTRAL
بتتكلمى عن انو الناس عايز تبني البلد و بتعايني للسينما و صناعتها كأنها ترفيه و حاجة مفترض تكون اكسسوار في المجتمع غريبة الصراحة	NEUTRAL
عمر رفع دعم يكون ايجابي ولما نصل الي هذه المرحلة وهناك حلول اخرى مبادرة السلام والتنمية لنهضة السودان حكم الشعب بالشعب	NEUTRAL
محمد ادم عايزه ناس في دنقلا يتبرعو لينا بالدم ضروري جدا حاله مستعجله عايزه نفرين او ٣ قريبين من مستشفى دنقلا التخصصي للتواصل على الرقم 0905044778	NEUTRAL
كشف بسمما سمح بنشره، وما خفي اعظم جيش_واحد_شعب_واحد المقاومة_الشعبية_المسلحة كلنا_جيش سند_الجيش معركة_الكرامة ملوك_القل	HATE
كان الله في عوننا حين جئنا نرتب دعوة متعبة فما استطعنا سوى التفوه ب يارب الحافظ ابن كثير رحمه الله	NEUTRAL
عبدالواحد محمد نور يكذب شائعة اغتياله فى اسرائيل حسب مامتداول فى #السودان	NEUTRAL
لغاية هسي مالقيت صورة لواحد برفع حاجة من الارض اي صورة بتكون عبارة عن جرادل بوهية ومع الحيط بالله دي نظافتكم مع الناس #موكب6ابريل #مدن_السودان_تنتفض	OFFENSIVE
الفقد هو ما يدفعنا للكتابة تخيل أن نجد كل شئ ، فعن ماذا نكتب	NEUTRAL
كلامك تاني مش هيفيدك محدش ضربك عى ايدك	OFFENSIVE
قصدي حتقطع من البيت يا محاسن كبي نص يعني الناس ما تخم وتخزن في البيت قصدي	OFFENSIVE
لجان الاحياء هي البرلمان المصغر والقيادة داخل كل حي عندنا فيها ناس مسئولين من ضمان وجود مصادر الاكل والشرب لسكان الحي، خاصة كبار السن والاطفال والمحتاجين؛ كلنا اسرة واحدة واهل يكون عندنا ناس مسئولين عن نقل مرضى الحالات الطارئة للمستشفيات بالتنسيق مع اللجان الطبية الفرعية	NEUTRAL
#لم_تسقط_بعد #تسقط_بس المجلس العسكري البائد يحاول سرقة ثورة الشباب لكن الشعب السوداني أصبح يتفهم هذه الأمور بما فيه الكفاية لن تنجحو بالإنقلاب على ثورتنا الحرة. #اعتصام_القياده_العامه	NEUTRAL
جنجويد الضعين بلو راسكم متحركات من كل الاتجاهات دارفور السودان اليوم	HATE
السلام عليكم ورحمة الله وبركاته في الركوع قل سبوح قدوس رب الملائكة والروح وفي السجود قل سجد وجهي للذي خلقه وصوره وشق سمعه وبصره بحوله وقوته فتبارك الله احسن الخالقين خدها على صفحتك احياء لسنة النبي ﷺ رد السلام يارفيق بثلاثون حسنة	NEUTRAL
انتهاكات الدعم السريع ضد مواطني دولة جنوب السودان	NEUTRAL
اعمل شنو ياخ حاكون دكيت كتير	OFFENSIVE
البنزين في طرمبة cnpc شارع كسلا مقابل يافطة عزيز كافوري	NEUTRAL
عندما تَخونك الأيام ، فمطلقاً لن يَخونك كتفٌ صديقكْ	NEUTRAL
لم اكن لاميل لهم لولا انهم كانوا مكان اتكااء الرووح	NEUTRAL
ما بكسر خاطري الا الراجل البكون طول اليوم متجدع و بتشاكل وعامل فيها وحش و صعلوق وشفت واخر الليل: عليك الله ردي علي ارحميني بموت من غيرك	OFFENSIVE
بن شيطان بل راسك انت ومن عاونك علي العدوان علي السودان حق الشعب السوداني ما بضيع هدر بنصلك جوه ابو ظبي وسوف نجعل ابوظبي ارض غير صالحه العيش فيها ودماء السودانيين ستلاحقك اينما حللت	HATE
مدير جمارك يتسبب في ازمة انسانية بهذه الولاية السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
مالك سبت جبناتنا؟؟ مالك سب قعداتنا؟!!	OFFENSIVE
انا محمد انتبه للشارع حنعمل حاااادث كده ااااي بحبو ياااخ بحبووو	NEUTRAL
تجمع شباب وطلاب المناصير تصريح صحفي يواجه اهلنا المهجرين في المناصير الجديدة الدامر تعدي من احد المستثمرين الاجانب على ترعة المشروع حيث قام بشق مسار فرعي من الترعة الرئيسية لري مشروعه الاستثماري على حساب ري مشروع المناصير، تحقيقات_مجزره_الاعتصام تحديات_الفتره_الانتقاليه	NEUTRAL
بداية قمع المواكب مليونية30يناير لاتفاوض_لاشراكة_لامساومة	NEUTRAL
الطيران الحربي يستهدف ويقصف تمركزات المليشيا جنوب جبل عوينات تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	NEUTRAL
بطلي ضرب فينا. ابدا رأيي فيهم ما اختلف ، الواحد كان بحترمهم لعيون توتي. وتوتي بح بح. كمان مع المقص في تشيك دا ادوني سبب اكرههم.	OFFENSIVE
وقد اكدت اسرة الفقيد ان حالة جثمانه تدل على تعرضه للضرب والتعذيب بما يرجح وفاته متاثرا بها، وتطالب اسرته بتشريح الجثمان والحصول على تقرير لمتابعة الاجراءات القانونية اغتيال_بهاء_نوري	NEUTRAL
الدعوات لفرسان المدرعات في اشد الحوجة لها الان سنخوض معهم المعارك بسلاحنا الفتاك الدعاء خت التلفون و اخلو ليك دقايق وخصهم بدعوات صادقات اللهم نصرك اللهم نصرك جيييش	HATE
بس ناطرين الروس الكبيرة تسقط بس والباقي بصير هيّن المحاضر خيي من زمان بتنعمل بس ما بتندفع بالمرّة	NEUTRAL
النظافة هى سلوك شخصى يبدأ من الام وتنقله الى اسرتها #النوبة #المرأة_النوبية	NEUTRAL
قاصدين ابلاغ عن الكورونا صاح؟	NEUTRAL
بالجد كل ما الناس تضعف و تبدا تتخاذل بتقوي نفسها بمقولة الشهيد عبدالعظيم ربنا يرحمه ويكتبه مع الشهداء و الصديقين #اعتصام_القيادة_العامة #تسقط_بس	NEUTRAL
هي التفاتة بقت في قلبي	NEUTRAL
اسف بالغلط شايقي غير متزوج	NEUTRAL
القطري الفاز بالفضيه في الوثب العالي	NEUTRAL
قالها عبدالعظيم تعبنا ياصديقي ولكن لايمكننا الإستلقاء أثناء المعركة لم تنتهي معركتنا مع النظام مالم يسقط كاملا ويتم محاسبتهم جميعا #تسقط_بس	OFFENSIVE
هروب جماعي لعصابات الجنجويد والمرتزقة الافارقة في امدرمان القديمة	HATE
راجنك تجينا و تشرب الشاي معانا	NEUTRAL
لمن الشارع اتفجر كان مطالب بي دوله مدنيه ولا دوله علمانيه ماهو يانحنا فاهمين غلط ياالناس ديل من البدايه ما مع مطالب الشعب	NEUTRAL
البس بوتك شرق النيل ما تفوتك جووووه خالص جاكم بل ياعيال ام كعوكات	OFFENSIVE
الله لا يستجيب للمنافقييين الكاذبين لانهم في الدرك الاسفل من النار والكييزان مصيرهم يوم القيامه النار وفي الخرطوم سيحرقونهم الاشاوس	HATE
والله ياجماعه ماتجو تسمعونا كلام فارغ ساي عشان احنا ماقادرين نطلع بسبب اهلنا ماتقولوا لي ماتشتغلي بيهم لانو لو طلعنا وهم ماراضيين انتو عارفين الحيحصل شنو دا غير انهم حيحبسونا عديل وماتتخيلوا الموضوع مزعلنا كيف اقسم بالله #تسقط_بس #موكب6ابريل	OFFENSIVE
ستنتصر إرادة الشعب المعلم وسيحطم الاغلال وسيسطر التاريخ ملاحمة البطولية من اجل الحرية والسلام والعدالة همنا في العيش إقدام وجود وعن الأوطان بالموت نزود لنرى السودان خفاق البنود #موكب6ابرايل #مدن_السودان_تنتفض	NEUTRAL
المتخطي بجيش الفلول عريااان بل بس جاهزية سرعة حسم	OFFENSIVE
اين النصيحة اني لا اراها اعرفي إستخدمي حسابك انت كويس اول بعدين ركزي في حياة البشرية	NEUTRAL
قلوب النساء في اذانهن فلو ان امراة نقلت جبلا من هنا الى هناك، وقيل لها سلمت يداك لزال تعبها	OFFENSIVE
خلي تجي تشوف لينا حل الحرب دي	NEUTRAL
والله دا حيكون احلى موسم عديل بس ناقص عاصم البنا	NEUTRAL
ياخ الف الف الف مبروك ، وصل ليهو تبريكاتنا ياخ	NEUTRAL
قال ليك التشوين و المسيرات بقت هبود ؟ نيالا التحية لنسورنا مبسوطين منكم اوي اوي	NEUTRAL
حتى ناس السفارة الصينية بالسودان اقتنعوا بالجغم الحصل دا وقالوا هنا ام جغمان	OFFENSIVE
يحدث الان السيد رئيس مجلس السيادة القائد العام للقوات المسلحة الفريق اول ركن عبدالفتاح البرهان عبدالرحمن مباشر من جامعة النيلين	NEUTRAL
معاقل الانقلابيين تتهاوى سقوط الدفاع الجوي وفرع الرياضة العسكري في ايادي الدعم السريع انقلاب15_ابريل معركة_الديمقراطية حراس_الثورة_المجيدة اشاوس_الدعم_السريع	NEUTRAL
بسم الله الرحمن الرحيم حوجه عاجله حوجه، مريضه لي رسوم دخول، الدكتور بي7 زايد فحوصات 23 زايد حق العلاج مامعروف كم؟؟ للتبرع 3035644 باسم نسرين الحاج رقم الاشعار 0919074818	NEUTRAL
الأغاني الهابطة بتهبط بالبطارية -عوض شيرز..	OFFENSIVE
السلام عليكم ورحمة الله وبركاته متوفر Tegretol cr 200 mg الشريط ٨٠٠ج البيع كميات فقط للتواصل ٠٩١٦٤٧٠٠٠١	NEUTRAL
وزيرة التعاون الدولى القطرية فى باريس كلام فى الصميم وموقف اكثر وطنية من عاامة السودانيين المشاركين للاسف اكثر ادراكا وحرصا على ما يفيد السودانيين من ابناء جلدتهم من العملاء	OFFENSIVE
اخ يا عميله يا مرتزقه	OFFENSIVE
تخريج المستنفرين ولاية نهرالنيل محلية الدامر تقريبا ٨٠٠٠ مستنفر السودان كلو بقى جيش بل_بس لاي جنجويدي مرتزق وقحاتي عاطل	HATE
جبرة برضو فيها بيرقر فطيرة	NEUTRAL
كيف بتقول متمردين وهم كانو ضد الحركه الاسلاميه الفاشله وضد المؤتمر الوطني وضد عمر البشير ديل ثوار وعلشان وقفتم دي القرار الصح انو يمهلم وقت يفكرو ويراجعو حساباتم علشان كذا شكرا حمدوك ما عايز مشاكل عايز سلام لاكن بفهم	HATE
جماهير غاضبة تحاصر محمد مصطفى عبد القادر فى المنطقة الصناعية وكادت ان تفتك به لولا تدخل قوات امنية. فوضى خطاباته الاخيرة سبب هذا الاحتقان،ولكن لابد من سلوك المسلك الحضارى باتباع الاجراءات القانونية وليس اخذ الحقوق بأيدينا.	NEUTRAL
المؤامرة الكبري بقيادة حمدوك عميل الامارات السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	HATE
الدعم السريع يتخذ هذه الخطوة امام جنوده الهاربين السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
الملحدين الا تجيب ليهم معجزه	OFFENSIVE
قروبات الواتساب الداعمة للجيش تحذير هام لهذا السبب السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
فى مارس الماضى قامت سفارة #السعودية فى #السودان بتسليم ديوان الزكاة تمور لتوزيعها على الفقراء والمساكين. ديوان الزكاة قام بمايعرفه وباعها فى السوق ونسى انه مكتوب عليها "غير مخصص للبيع". ياناس السفارة جزاكم الله خير بس الاسلاميين ديل لا امانة لهم. #موكب6ابريل	OFFENSIVE
ليست العبرة في استقامة العبد بتواضُعه او زهده او حفظه لكتاب الله او كثرة نصحه ، إنما العبرة اذا خلا بالله ولم يطلع عليه احد سواه كيف يصنع.	NEUTRAL
الغريبة انو احد العلماء الكفاااار قال احسن لي اؤمن بنظرية فيها افتراض واحد من الايمان بنظرية الاكوان بافتراضاتها الحداشر	OFFENSIVE
لجان احياء امدرمان الكبرى بيان مشترك هوي يا كيزان اقسم اقسم حنجيب التار بالدم بالدم بالدم ظلت الانباء تتوارد طوال فترة الثورة عن استهداف لجان المقاومة وافرادها قبل السقوط وقبل الاتفاق ولكن اخذت الامور منحى خطيرا الوعى_اساس_المرحله	HATE
#الرابعه_صباحا اللهم برحمتك أشفِ من أنهكهُ المرض ، وأغث من أثقله الهمّ وفرّج عنه الكرب ، ويسّر أمورنا وأرحم من ضمهُ التراب	NEUTRAL
مدنية حرية وسلام #مليونية30يونيو #مليونية_6_أبريل #مدن_السودان_تنتفض #تسقط_بس #اعتصام_القيادة_العامه #مجزرة_القيادة_العامة #راقبو_السودان_في_30_يونيو	NEUTRAL
بقيمة تتجاوز ال 10000000 ريال السعودية توقع اتفاقية مع الصحة العالمية لدعم مرضى القصور الكلوي السودانيين في مصر	NEUTRAL
يعني زول ما عندي شغله بزول	OFFENSIVE
ارض المعارض في شارع الملك عبدالله، بينتهي الجمعة.	NEUTRAL
السلام عليكم متوووووفر فلووووتاب فلاجيل حبوب اموكسيل شراب ١٢٥ سيتي فلو سيراسين ٤٠٠ اولان ١٠ موية مقطرة كنين انجكشن ديكوفناك ٥٠ للتواصل خااااص	NEUTRAL
هي دقيقه الحراك الشعبي دا سببه شباب سوداني بحب بلده ولا ينتمي لأي حزب،أما الاحزاب العريقه دي فاضحانا مع العالم وأسس عايزه تسرق ثورتنا دفعوا لك كم!! يسقط المطبلاتيه وتسقط بس لو ما مدنيه #تسقط_بس	OFFENSIVE
في رسالة قوية على وحدة الصف واستمرار بناء الدولة شهد حاكم اقليم النيل الازرق بالامس باستاد الدمازين كرنفال تخريج الدفعة 109 من مستجدي الفرقة الرابعة مشاة من قلب الدمازين يثبت السودان ان جيشه يتعافى ويتمدد وان المعركة ليست فقط للبقاء بل لاسترداد الهيبة والسيادة	NEUTRAL
لجنة اطباء السودان المركزية بيان سيخرج الماء جثة يونس سياتي يونس للمؤمنين هتفنا جميعا ملانا المكان هتفنا جميعا بصوت مبين سيحيا الكفاح ستشفى الجراح سيحيا الشهيد نناضل_لا_نساوم العداله_الدوليه_للمجزره	NEUTRAL
انا ممكن اديك الرقم واي شي انت عابزو اانه ده ما انجاز لكن لو ما نفعت حسفهك عادي يعني	NEUTRAL
السيد احمد مسعود كيف اخبارك ممكن اقتراح لكتاب في الفلسفة يكون ساهل تمام الحمد لله بقترح رواية (عالم صوفي)	NEUTRAL
المتحدث باسم الجيش نبيل عبد الله المليشيا المتمردة شنت هجوما يائسا على الفرقة 16 مشاة بنيالا بجنوب دارفور وتم صدها وتكبيدها خسائر كبيرة في الارواح والعتاد معركة_الكرامة جيش_واحد_شعب_واحد الخرطوم_مقبرة_الجنجويد قناة معركة	HATE
حديدكم يا ملايش دخل الخدمة الخرطوم_مقبرة_الجنجويد معركة_الكرامة جيش_واحد_شعب_واحد شارك رابط قناة الخرطوم مقبرة الجنجويد على التلغرام	HATE
اليوم عندنا جغمه كبيره الدعوات	NEUTRAL
#مجزره_القيادة_العامة #الاضراب_العام #العصيان_المدني_الشامل #صوت_المراة_ثورة #تسقط_تالت #حنبنيهو #الشارع_بس #مدن_السودان_تنتفض #حرية_سلام_عدالة #يسقط_حميدتي	NEUTRAL
مباراه ناريه بعد نص ساعه بين ممثلي افريقيا الكاميرونيين و احفاد هتلر المنتخب الالماني	NEUTRAL
تصريح صحفي تنسيقيات لجان مقاومة مدينة امدرمان الكبري مسارات و موجهات مواكب مدينة امدرمان الكبرى توافقت تنسيقيات لجان مقاومة مدينة امدرمان الكبرى علي موكب مركزي في مدينة امدرمان سيتوجه من مختلف مناطق مدينة امدرمان المختلفة الي شارع الشهيد عبد العظيم الاربعين سابقا	NEUTRAL
عاجل الان إستقالة صلاح عبدالله محمد صالح (قوش) من منصب مدير جهاز الأمن و المخابرات. ياجماعه الدعم بالريتويت ما تسوي لايك الرتويت بخلي الناس تشوف التغريدة #مدن_السودان_تنتفض #اعتصام_القيادة_العامة	NEUTRAL
صلاح الجزولي بديلاً لدييغو كوستا	NEUTRAL
ضحكتني وحده اسي من امبارح منزلا صور	NEUTRAL
يوم بطولي آخر يبشر بقوة القادم وخطابك ما بيلزمنا ولا بوقفنا تسقط بس عبر	OFFENSIVE
الشايقي قال أنا كان كدي مقصر شديد في مرتي لازم أقلد اللبناني ده. فات البيت قال ليها نفيسي يا نفيسي تعالي؟ جاتو أها مالك ياراجل قال ليها شايفة القمر قالت ليهو مالي مابشوفو عميانة زي أمك ولا محوصة زي أختك ؟؟قاليها تشوفي العمى يا نفيسي قولي آمييين	OFFENSIVE
هلاك 26 جنجويدي واستلام 11 موتر واستلام7 2 عربة منها 13 عربة عسكرية و 14 عربة مدنية اجمالي عمل المهام الخاص في الخرطوم جنوب13 7 التحية لابطال المهام الخاص الخرطوم	HATE
بقيت أعتبرها واحدة من الكليشيهات مع التقدم ده و الألفية الثالثة إنو أتكلم مع واحد عن التمييز على أساس الجندر،خليك من تحديد و كلام عن حقوق..	NEUTRAL
يقولون العشق يبدا بنظرة ولكني لم التقيك يوما كانت مجرد كلمات من خلف شاشة صغيرة من بعدها عرفت ،،، ان العشق اصله نبضة سلاما لمن نعشق وجودهم ولهم في قلوبنا حب دون لقاء	NEUTRAL
المشكلة انك حلو وشخصيتك حلووة شكلك الون اند اونلي محطم قلوب العذارى	OFFENSIVE
لو خيروk بين مليون ولا تتزوجي حا تختاري شنو ما دايرة قروش كتيرة وما دايرة اعرف شاروخان	OFFENSIVE
بالجد نفسي في حلاوة سقط	NEUTRAL
اللقاء ڪامل مع الدڪتور عبدالعزيز عشر مستشار حرڪة العدل والمساواة اجاب فيه على ڪل الاسئلة بمنتهي الوضوح والمسؤولية شڪرا د عبدالعزيز عشر	NEUTRAL
انتظرو قناتي على اليوتيوب خخخ	NEUTRAL
الابطال من معسكر زمزم للنازحين بعد دحر العدوان الغاشم من مليشيا الدعم السريع تابع قناة السودان علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابع قناة السودان علي تلغرام	NEUTRAL
في ضيق في النفس لكن ما شديد وماف سعال.	NEUTRAL
اما بالنسبة لنقطة رئيس الجمهورية. انا والكيزان دونت ميكس.	OFFENSIVE
شرق النيل محطة ١٣ الجغم المبارك مسيرة تستهدف، وتقصف تمركزات مليشيات الدعم الارهابية المتمردة، وانباء عن هلاك عدد مقدر من جرذان المليشيا في انتظار الفيديو الدمازين_الصمود اعلام_اسناد_وزارة_الدفاع_السودانية الفداء_والوعي معركة_الكرامة امن_ياجن ده_جيش_بتداوس	HATE
نقول للكيزان ماذا أنتم فاعلون أصبحت جعبتكم فارغة والكذب حبلو قصير فكفى تخريب للسودان وأتركوا السلطة طواعة قبل أن يجرفكم سيل الثورة العارم يا شعبي الذي سحق الظلام المجد لك #تسقط_بس #مدن_السودان_تنتفض #موكب18مارس	HATE
ياخ الناس ما بتفهم عظمة الآفرو	NEUTRAL
قال ليها فاطمة احنا لازم نسيب بعض قالت ليو تماام قال ليها ما ح تبكي قالت ليه انا عامله ماسكر اغلي منك ومن حبوبتك م ببكي جيبو لي فاطمة دي هنا	OFFENSIVE
معركتنا هي العصيان المدني الشامل واستنزاف قدراتهم ترس احرق كبر ثم تكرارها، ما ينوم، بروتوكول الاشباح والفورة مليون ما_بتحكمونا اعلام التجمع 26 اكتوبر 2021 العصيان_المدني_الشامل الردة_مستحيلة لا_للانقلاب_العسكري	HATE
سمعناهم الكيزان جوه مكاتبهم هتافتنا ، هتفنا في وش العساكر ، ارجفو يا كيزان السقوط قرب! انتفاضة جامعه الرباط الوطني #موكب6ابريل #مدن_السودان_تنتفض	OFFENSIVE
يا راجل والله تحبوا تتلصقو فى الناس زى الحسكنيت طيب ياباشا ويا بيه خدامك يا باشا دى كلمات جات من مصر كلمات عبيد للاسياد	HATE
الكيزان:لا يا بيب ما تقول علي نفسك كدا	OFFENSIVE
سقط صنم اخر وتبقى صنم آيل للسقوط #تسقط_بس #موكب6ابريل	NEUTRAL
استلام حي راجمة 12 ماسورة مدفعية المليشيا بحول الله وقوته ننتصر	NEUTRAL
تجمعت المواكب السلمية امام المقر وخاطبها عدد من ممثلي لجان الاحياء وتجمع المهنيين السودانيين، وفي اسلوب سافر وغادر وخارج على القانون هاجمت قوات المجلس العسكري الانقلابي هذا التجمع السلمي للثوار بالغاز المسيل للدموع الالتزام_باعلان_الحريه_والتغيير مواكب_انتقال_السلطه	NEUTRAL
والله دي شغله ميتانه انا تعبت من السوق	OFFENSIVE
حسبنا ألله ونعم الوكيل فيكم سكر وضرب نار في المواطنين العزل!!انتو ماقوات نظامية تحمي المواطنين انتو مليشيات جنجويد #تسقط_بس #مدن_السودان_تنتفض	HATE
اللهم اشفيه وعافيه من كل شر	NEUTRAL
التسوي بي ايدك اووقسم بالله	OFFENSIVE
اعلنت قطر الخيرية، اليوم ضمن جهودها للاستجابة الانسانية العاجلة، عن انشاء وتشغيل مخيم قطر الخير لايواء وسقيا واطعام النازحين من مدينة الفاشر الى منطقة الدبة بالولاية الشمالية، الى جانب تقديم الخدمات الصحية والتعليمية لمدة ثلاثة اشهر، وذلك بدعم كريم من صندوق قطر للتنمية في اطار المساعدات القطرية	NEUTRAL
محتاجين نواب جراحة في عيادات القيادة و مستشفى المعلم و رويال كير #اعتصام_القياده_العامه	NEUTRAL
مع البشير كلمتين بس #تسقط_بس بدون قيود أو شروط والناس البتقول نستنى المدنية تحاكم المجلس ده.. انتو متوقعين فعلاً انهم ح يقعدو يستنوكم كدا لحدي ما تعملو لجنه وتجو تحاكموهم.بدون ما يعملو اي حاجة اكيد لا. ورحم الله شهداء الوطن	HATE
الطفل محمد عباس عبدالله سنوات)مصاب بالتوحد، مفقود منذ يوليو 2019،نرجو من الإخوة الكرام مساعدتنا في العثور على اي معلومات عن مصيره. السكن ام مغد محلية الكاملين التواصل	NEUTRAL
تشكيلة الحكومة الجديدة ما هي إلا إعادة تدوير نفايات،الزيت الراجع لما تدورو بينتج صابون صالح للغسيل لكن ديل لانو أقذر النفايات الله يكرمكم مايصلحوا لأي شيء بعد دا، وما يحدث الآن عبارة عن فجة الموت الجماعة ديل وقعوا رب، باقي وسخ وننضفوا #تسقط_بس #مدن_السودان_تنتفض #موكب14مارس	OFFENSIVE
محور سنار حصيلة جغم محور سنار بلغ تدمير عدد 14 عربة قتالية بالاضافة لتدمير دفار مليان ذخائر بالاضافة لتدمير راجمة 40دليل قشم نار وشرار	NEUTRAL
طبعاً اكيد انت زي تاز... بس ما مشكلة. ارح نحنك في البيش	OFFENSIVE
متشوقة لي خطاب عمر بعدين. ياربي حيقول شنو #تسقط_بس	NEUTRAL
لا صحة للخبر المتدوال عن وفاة شقيق الشهيد الطفل مؤيد. الطفل بالعناية المركزة في المستشفى الدولي وحالته مستقرة حتى الان. #الشارع_بس #اعتصام_المستشفى_الدولى	NEUTRAL
أنا متأكد قامت لي شجرة في بطني ، قبيل جيت ماري جمب كوز صوت لي	OFFENSIVE
صوت زخيره حيه وطلق علي اتجاه حلة كوكو قبل دقيقه وقطعو مننا الكهربا قبل عشره دقايق #مدن_السودان_تنتفض #تسقط_بس	NEUTRAL
براحه نزلت من السرير ومشيت ع الدولاب وانا برجف وبراحه فتحتو ماف شي فتحت التاني كمان ماف شي والصوت سكت...	NEUTRAL
اعترف انني من الاشخاص الذين عندما يمرون على اماكن بها ذكرياتهم، يغلبهم الحنين، ويلقون عليها السلام ويمنحوها الود وكانها شخص يتنفس احمد خالد توفيق	NEUTRAL
شرق مدني رصد ومتابعة؛ غاندي ابراهيم الان الطيران الحربي يقصف فزع قادم للمليشيا من ناحية الفعج البشير يشتت شملهم ويدمر عدد من عربات هم القتالية الطريق الي مدني ونتابع نصر من الله وفتح قريب	NEUTRAL
اها لقيتو زيارتنا كيف ؟ بل زي البل صفحتنا على الفيسبوك كل ما يخص التحويلات المالية للسودانيين في مكان واحد اشترك في قناة زوليفري الخرطوم_مقبرة_الجنجويد	HATE
جالون البنزين سوق اسود في مدني ب45 50 عشان تعرف بس الحرب دي شريك فيها التجار والمواطن قبل الدعامة	NEUTRAL
*حزب ما يعمل حاجة* الشعب الاحزاب قاعدة ساي ما عاملة شي فايدتكم شنو يا فاشلين" *حزب يعمل حاجة الشعب: "دة شراء ذمم، منو الفوضكم زاتو انت بس عايزين تصلو السلطة"	OFFENSIVE
Comments الانسداد التاريخي لماذا فشل المشروع الحضاري في العالم العربي ولا الاسلامي	NEUTRAL
ماقلتا ليكم الزول ده ماسوره اﻻهداف بتاعتو الموسم ده محلوووووووجه	OFFENSIVE
هههه ما بقدر ياخ براه قلبي مجروح	OFFENSIVE
يا حفيد إليزابيث يا محتل أرسل لنا شحنة دواء عاجلة و إن أسلمت زوجناك وزيرة الدولة بالصحة سمية إدريس إن هي قبلت..	HATE
نائب ثاني النهب السريع يفرض حراسات على كل قادة متحركات النهب السريع خوفا من الاستسلام مصيركم يا جغم يا جغم	HATE
لما تخش الجيم جديد و عاوز توري الناس كلهم	NEUTRAL
عاجل مجلس الامن القومي الايراني عملياتنا خالية من اي تهديد او خطر على الدولة الصديقة والشقيقة قطر وشعبها	NEUTRAL
حين نفكر بجدّية في التخلّص من امر ما فإننا بالمعني الدقيق نتقرّب منه اكثر وهذا مأزق لا خلاص منه	NEUTRAL
المدفعية رجم اخر معاقل الجنجويد	HATE
موكب ودنوباوي الاحد 21 يوليو 2019 موكب ودنوباوي الاحد 21 يوليو 2019 مسانده_ضحايا_الاغتصاب	NEUTRAL
تحديث الهند المتحدث باسم شرطة نيودلهي وقع الانفجار في سيارة كانت تسير ببطء وتوقفت عند اشارة المرور الحمراء انفجرت السيارة، واشتعلت النيران في سيارتين كانتا قريبتين منها نحن نقوم بتقييم الوضع	NEUTRAL
